Form Submitted,Name of Market,County,GPS Latitude,GPS Longitude,GPS Accuracy,Market Locations:  Distance to nearest Urban Centre (Km)
2015/05/14 9:06:45 AM,kaamboye,Marsabet,2.3348,37.9875,30,
2015/05/18 10:23:01 AM,mboga,Marsabet,2.2874,38.0572,16,7
2015/05/18 10:31:26 AM,dirib livestock merkt,Marsabet,2.2875,38.0569,5,7
2015/05/18 11:04:22 AM,badassa,Marsabet,2.2582,38.0261,5,8
2015/05/18 11:36:24 AM,badassa livestock mrkt,Marsabet,2.2639,38.0186,6,8
2015/05/18 11:47:49 AM,badasaa livestock market,Marsabet,2.2637,38.0190,6,8
2015/05/18 12:04:56 PM,scheme,Marsabet,2.2985,38.0292,14,6
2015/05/19 10:27:47 AM,haro bota,Marsabet,2.3516,37.9963,12,2
2015/05/19 11:08:09 AM,woldagenna miraa farmers group,Marsabet,2.3592,38.0127,6,3
2015/05/19 11:35:23 AM,jirime,Marsabet,2.3565,37.9965,9,2
2015/05/21 11:08:22 AM,karare,Marsabet,2.0740,37.8956,18,
2015/05/21 11:33:43 AM,loglogo,Marsabet,1.9872,37.9162,5,
2015/05/21 12:44:58 PM,loglogo market,Marsabet,1.9873,37.9161,5,0
2015/05/21 12:52:40 PM,livestock market-loglogo,Marsabet,1.9874,37.9160,6,0
2015/05/24 8:08:13 AM,karare,Marsabet,1.5890,37.8024,14,0
2015/05/24 9:56:16 AM,merille,Marsabet,1.4159,37.7235,7,0
2015/05/24 10:13:36 AM,miraa and small scale market,Marsabet,1.4164,37.7230,6,0
2015/05/24 10:35:20 AM,merille livestock,Marsabet,1.4733,37.7331,7,1
2015/05/24 11:46:32 AM,kamboy,Marsabet,2.0690,37.8991,11,
2015/05/24 12:06:38 PM,kararree,Marsabet,2.2157,37.8880,14,25
2015/05/27 4:00:12 PM,kargi livestock market,Marsabet,2.4865,37.5487,6,
2015/05/27 4:08:44 PM,kargi livestock,Marsabet,2.4828,37.5223,6,2
2015/05/27 5:35:25 PM,oltorot mobile livestock market,Marsabet,2.5084,37.0687,9,25
2015/05/27 5:59:01 PM,kargi/south horr/oltorot juntion mobile livestock market,Marsabet,2.4313,37.0056,7,70
2015/05/28 6:49:10 AM,loiyangalani-gas road,Marsabet,2.7649,36.7156,13,2
2015/05/28 4:06:10 PM,loiyangalani centre,Marsabet,2.7571,36.7188,22,0
2015/06/03 7:53:12 AM,elbesso livestock market,Marsabet,3.3214,37.0694,32,1
2015/06/03 7:57:36 AM,elbesso centre,Marsabet,3.3216,37.0690,9,0
2015/06/03 10:05:20 AM,sarru,Marsabet,3.3217,37.0697,5,1
2015/06/03 10:52:50 AM,dabandable mobile market,Marsabet,3.3262,37.0655,5,3
2015/06/04 3:41:01 PM,northhorr downtown market,Marsabet,3.3217,37.0692,6,0
2015/06/04 3:43:24 PM,burgabo bidii area,Marsabet,3.3217,37.0692,6,0
2015/06/04 5:02:05 PM,mandera central,Marsabet,3.3215,37.0717,23,0
2015/06/04 5:07:28 PM,manyatta kunni,Marsabet,3.3214,37.0715,23,0
2015/06/05 10:01:01 AM,qorqa,Marsabet,3.5497,36.9171,11,0
2015/06/05 10:07:37 AM,elbess,Marsabet,3.5516,36.9188,18,0
2015/06/05 1:27:30 PM,dukana,Marsabet,3.9970,37.2727,10,2
2015/06/06 10:35:33 AM,qorqa,Marsabet,2.3305,37.9857,22,
2015/06/06 3:42:06 PM,Torich,Marsabet,2.6924,38.0963,30,28
2015/06/06 4:24:48 PM,dakabaricha,Marsabet,2.7118,38.1002,18,
2015/06/06 4:48:29 PM,sulugona area,Marsabet,2.7127,38.1031,7,8
2015/06/06 4:51:10 PM,daka baricha upper,Marsabet,2.7126,38.1032,10,3
2015/06/06 4:54:16 PM,kubi naabo area,Marsabet,2.7126,38.1031,9,15
2015/06/06 6:03:57 PM,upper laga,Marsabet,2.7083,38.0992,6,1
2015/06/09 12:27:13 PM,bubisa centre,Marsabet,2.7130,38.1041,31,1
2015/06/09 1:21:06 PM,manyattajillo,Marsabet,2.3588,38.0182,7,2
2015/06/09 1:29:49 PM,near dibayu,Marsabet,2.3579,38.0359,7,
2015/06/09 2:14:31 PM,kubbi dibayu,Marsabet,2.3571,38.0334,7,3
2015/06/09 3:00:44 PM,el fure,Marsabet,2.3398,37.9864,9,1
2015/06/17 6:37:57 PM,gamura,Marsabet,2.9213,37.5847,13,4
2015/06/18 8:29:42 AM,down town,Marsabet,3.3223,37.0687,8,0
2015/03/24 1:33:08 PM,Nkubu Market,Meru,-0.0689,37.6636,9,0
2015/03/25 2:44:41 PM,Mwichune Market,Meru,-0.0946,37.6628,5,4
2015/03/26 11:21:28 AM,kariene market,Meru,-0.0393,37.6603,7,3
2015/03/26 2:38:27 PM,Kathera Tea Buying Centre,Meru,-0.0604,37.5910,14,7
2015/03/26 4:26:55 PM,Kagwampungu Tea Buying centre,Meru,-0.0583,37.6142,6,4
2015/03/27 1:58:49 PM,Kieni Kia Ndege Market,Meru,-0.1903,37.6803,6,
2015/03/30 9:46:35 AM,Kuthwa Tea Buying Centre,Meru,-0.1793,37.6216,5,10
2015/03/30 9:50:57 AM,Kr58 Karumandi Tea Buying Centre,Meru,-0.1800,37.6176,4,8
2015/03/30 9:54:26 AM,Karagani Tea buying center,Meru,-0.1786,37.6136,4,12
2015/03/30 10:00:43 AM,Kathuni Centre,Meru,-0.1752,37.6108,5,10
2015/03/30 10:12:17 AM,Mutunguru Tea buying Center,Meru,-0.1747,37.6057,5,12
2015/03/30 10:18:44 AM,KR 57 Ntong`one Leaf collection center,Meru,-0.1696,37.5996,4,15
2015/03/30 10:26:50 AM,Thunguru Tea Buying Centre,Meru,-0.1564,37.5873,5,14
2015/03/30 10:29:38 AM,Kwa Mutai,Meru,-0.1547,37.5811,9,15
2015/03/30 10:35:54 AM,Chugu,Meru,-0.1454,37.5735,6,18
2015/03/30 10:41:28 AM,Themwe KR 47,Meru,-0.1465,37.5674,9,16
2015/03/30 10:54:12 AM,Kamweri,Meru,-0.1431,37.5679,5,20
2015/03/30 10:56:39 AM,Iraru,Meru,-0.1401,37.5696,5,17
2015/03/30 11:02:59 AM,Ellena Tea Buying Centre,Meru,-0.1329,37.5691,5,16
2015/03/30 11:03:33 AM,Irimbene Green Leaf,Meru,-0.1320,37.5690,4,16
2015/03/30 11:42:35 AM,Kionyo Tea buying Centre,Meru,-0.1257,37.5754,10,15
2015/03/30 12:00:29 PM,Rugati,Meru,-0.1226,37.5842,14,10
2015/03/30 12:04:33 PM,kibaka Tea Buying Centre,Meru,-0.1195,37.5906,12,9
2015/04/01 10:21:00 AM,Ruiri Market,Meru,0.1527,37.6576,5,10
2015/04/01 1:58:06 PM,Kibirichia Market,Meru,0.0922,37.5200,12,20
2015/04/01 3:49:18 PM,Kiirua Market,Meru,0.1199,37.5597,5,
2015/04/02 10:56:18 AM,Chaaria Market,Meru,-0.0127,37.7688,7,20
2015/04/07 11:22:09 AM,Muthara Market,Meru,0.2229,37.7988,5,15
2015/04/07 1:12:06 PM,Charuru Tea Buying Center,Meru,0.1829,37.8277,5,6
2015/04/07 1:20:07 PM,Kitharene Tea Buyin Center,Meru,0.1864,37.8379,5,8
2015/04/07 1:27:58 PM,Miciimikuru,Meru,0.1855,37.8531,7,14
2015/04/08 9:36:35 AM,Maua Stage Market,Meru,0.2352,37.9404,7,0
2015/04/09 12:12:05 PM,Maua Market Opp Maua Hospital,Meru,0.2313,37.9408,4,0
2015/04/13 10:30:31 AM,Kangeta Livestock Market,Meru,0.2741,37.8855,7,10
2015/04/13 10:41:01 AM,Kangeta Market,Meru,0.2751,37.8853,4,10
2015/04/13 3:16:17 PM,Muringine,Meru,0.2849,37.9189,4,5
2015/04/14 10:36:53 AM,Mutunyi Market,Meru,0.2532,37.5284,5,
2015/04/15 11:47:10 AM,Mutuati,Meru,0.3854,37.9816,5,6
2015/04/16 11:06:02 AM,Ngawene Tea buying center,Meru,0.2009,37.9491,4,5
2015/04/16 12:13:26 PM,Kiengu Market,Meru,0.2658,37.9773,9,
2015/04/16 3:43:42 PM,Kiuitine Market,Meru,0.2963,38.0600,8,21
2015/04/27 12:00:50 PM,Farm Tea Buying Centre,Meru,0.2613,37.9356,9,3
2015/04/28 10:02:03 AM,Antubetwe Market,Meru,0.3376,37.9873,7,
2015/04/28 10:09:22 AM,Mukururu Tea Buying,Meru,0.2584,37.9012,7,3
2015/04/28 10:16:12 AM,Lugwene Tea buying Center,Meru,0.2528,37.9056,5,5
2015/04/28 10:33:08 AM,Kani Karui Tea buying Center,Meru,0.2492,37.8879,6,6
2015/04/28 11:54:29 AM,Njoune Tea buying Centre,Meru,0.2633,37.9556,10,6
2015/04/28 1:18:04 PM,Kathatene Tea Buying Centre,Meru,0.2714,37.9069,12,8
2015/04/28 2:46:00 PM,Karama Market,Meru,0.2429,37.8296,5,20
2015/04/30 10:14:01 AM,Keria Market,Meru,-0.2124,37.6565,4,3
2015/05/05 9:21:22 AM,Kiangua Tea Centre,Meru,-0.1964,37.6151,13,5
2015/05/19 10:19:08 AM,Kathare Tea buying Center,Meru,-0.2019,37.6230,6,5
2015/05/19 10:49:49 AM,Thigina Tea center,Meru,-0.1922,37.6158,4,6
2015/05/19 10:54:35 AM,Karurumo Tea center,Meru,-0.1861,37.6120,6,6
2015/05/19 11:32:39 AM,Mbeti Tea center,Meru,-0.1993,37.6232,8,7
2015/05/19 11:39:11 AM,Karia Tea center,Meru,-0.1992,37.6373,8,15
2015/05/20 12:30:01 PM,Mwoa Tea center,Meru,-0.1706,37.6471,6,10
2015/05/20 12:38:39 PM,Kabaone Tea Center,Meru,-0.1645,37.6514,6,10
2015/06/02 1:01:08 PM,Muthiru Tea Buying Centre,Meru,0.1618,37.9350,5,25
2015/03/31 9:45:06 AM,Gatimbi Market,Meru,-0.0097,37.6610,5,3
2015/03/31 11:18:22 AM,"Katheri,Gik fresh produce",Meru,0.0107,37.6010,7,5
2015/05/04 11:14:49 AM,Uriri Market,Migori,-0.9545,34.5101,6,
2015/05/05 1:26:31 PM,Rapogi Market,Migori,-0.9077,34.4725,11,
2015/05/06 12:34:29 PM,Ayego Market,Migori,-0.8847,34.4237,9,30
2015/05/06 1:46:48 PM,Oria Market,Migori,-0.8267,34.4011,13,35
2015/05/07 11:51:29 AM,Mariwa Market,Migori,-0.9716,34.5742,6,5
2015/05/14 12:08:34 PM,KAKRAO Livestock Market,Migori,-1.0266,34.4720,5,
2015/05/14 1:44:57 PM,KAKRAO Market,Migori,-1.0159,34.4816,13,6
2015/05/20 4:41:15 PM,Muhuru Slaughter Slap,Migori,-0.9941,34.0969,17,36
2015/05/20 5:12:26 PM,Bamgot Beach,Migori,-0.9936,34.1004,9,36
2015/05/21 7:44:27 AM,Kibro Landing Site,Migori,-1.0012,34.0990,15,36
2015/05/21 9:41:36 AM,Nyang'wina Landing Site,Migori,-0.9886,34.0967,13,36
2015/05/21 10:30:14 AM,Ng'ore Landing Site,Migori,-0.9820,34.0892,13,40
2015/05/21 12:14:41 PM,Sumba Landing Site,Migori,-0.9910,34.0831,4,46
2015/05/21 1:25:13 PM,Senye Landing Site,Migori,-0.9970,34.0819,5,36
2015/05/21 2:49:47 PM,Makwach Landing Site,Migori,-1.0020,34.0591,6,56
2015/05/21 3:21:05 PM,Mgabo Landing Site,Migori,-1.0038,34.0463,11,36
2015/05/21 4:37:28 PM,Kathegunga Landing Site,Migori,-1.0253,34.0523,16,40
2015/05/22 9:11:25 AM,Tagache Landing Site,Migori,-1.0099,34.1303,8,36
2015/05/22 11:50:29 AM,Nyakondo Landing Site,Migori,-1.0279,34.0994,15,39
2015/05/25 11:42:07 AM,Yao Kochele Livestock Market,Migori,-1.0075,34.1567,5,
2015/05/25 4:03:35 PM,Nyatike Open Air Market,Migori,-0.9662,34.2885,6,30
2015/05/25 4:11:03 PM,Nyatike Mordern Market,Migori,-0.9650,34.2881,9,
2015/05/25 4:48:35 PM,Nyandema Market,Migori,-1.0016,34.2459,6,26
2015/05/26 8:56:22 AM,Nyatike Slaughter house Meat Market,Migori,-0.9628,34.2881,7,30
2015/05/26 9:19:29 AM,Got Kachola Landing Site,Migori,-0.9488,34.1314,9,50
2015/05/26 10:27:29 AM,Matoso Landing Site,Migori,-0.9764,34.1328,8,56
2015/05/26 11:12:52 AM,Macalder Goat and Sheep Station,Migori,-0.9523,34.2867,8,35
2015/05/26 3:58:52 PM,Junction Open Air Market Nyatike,Migori,-0.9811,34.2816,5,35
2015/05/26 4:11:12 PM,Ongoro Landing Site,Migori,-0.9653,34.1374,6,58
2015/05/27 10:13:01 AM,Litha Fish Landing Site,Migori,-0.9989,34.1364,7,56
2015/05/27 11:23:36 AM,Litha Livestock Market,Migori,-1.0118,34.1344,7,
2015/05/27 11:37:14 AM,Tagache Livestock Market,Migori,-1.0118,34.1344,8,
2015/05/27 11:51:07 AM,Ratienyi Fish Landing Site,Migori,-1.0110,34.1362,12,35
2015/05/27 12:07:24 PM,Watho Onger Hides and Skins,Migori,-0.9528,34.2075,4,40
2015/05/27 12:18:26 PM,Onger Open Air Market,Migori,-0.9526,34.2074,5,40
2015/05/27 2:59:13 PM,Onger Slaughter house Meat Market,Migori,-0.9476,34.2128,5,40
2015/05/27 3:33:04 PM,Aneko Landing Site,Migori,-0.9288,34.1419,6,50
2015/05/28 8:35:31 AM,Namba Kodero Market,Migori,-1.0091,34.2790,9,56
2015/05/28 10:45:01 AM,Nyandema Livestock Market,Migori,-0.9936,34.2392,7,
2015/05/28 10:48:41 AM,Kombato Market,Migori,-0.9818,34.3477,8,35
2015/05/28 11:12:50 AM,Kanyasa Livestock Market,Migori,-0.9934,34.2393,8,
2015/05/28 11:42:51 AM,Bimos Market,Migori,-0.9954,34.3697,5,30
2015/05/28 2:05:04 PM,Alliance One Tobacco Store Office,Migori,-1.0230,34.3034,5,18
2015/05/28 5:29:01 PM,Migori Slaughter House,Migori,-1.0539,34.4636,5,
2015/05/28 5:31:50 PM,Migori Slaughter house Meat Market,Migori,-1.0600,34.4696,12,2
2015/06/02 5:17:24 PM,Isibania Market,Migori,-1.2436,34.4763,16,10
2015/06/02 5:18:30 PM,Border Point Open Air Market,Migori,-1.2434,34.4761,5,0
2015/06/02 6:02:15 PM,Isebania Market,Migori,-1.2415,34.4772,6,0
2015/06/03 11:35:34 AM,Isibania Slaughter Slap,Migori,-1.2406,34.4817,11,0
2015/06/03 1:08:58 PM,Isebania 2 Slaughter house,Migori,-1.2362,34.4847,5,1
2015/06/03 4:47:51 PM,Kenya Fisheries Warehouse,Migori,-1.2434,34.4753,15,
2015/06/04 11:54:33 AM,Milk Parlour,Migori,-1.1949,34.6191,8,0
2015/06/04 1:20:54 PM,Kehancha Town Open Air Market,Migori,-1.1947,34.6182,8,1
2015/06/04 3:20:30 PM,Kehancha Slaughter Slap,Migori,-1.2025,34.6171,4,3
2015/06/04 4:51:41 PM,Kwa Mnanda Slaughter house meat Market,Migori,-1.1883,34.6106,5,3
2015/06/04 4:55:49 PM,Mnada Cattla Open Air Market,Migori,-1.1883,34.6106,5,4
2015/06/05 10:17:18 AM,Kehancha Market,Migori,-1.1902,34.6197,9,0
2015/06/05 10:20:45 AM,Machage Fish Pond,Migori,-1.1887,34.6194,6,0
2015/06/05 10:35:50 AM,Madam Makoko Fish Market,Migori,-1.1921,34.6169,7,1
2015/06/05 11:15:29 AM,National Cereals and Produce Board,Migori,-1.1911,34.6217,8,0
2015/06/05 2:48:23 PM,Kehancha Milk parlour Market,Migori,-1.1885,34.6253,5,1
2015/06/05 3:11:30 PM,Kiomakebe Tobacco Market,Migori,-1.2156,34.5365,8,
2015/06/05 3:19:41 PM,Ikerege Tobacco Warehouse,Migori,-1.2157,34.5366,4,
2015/06/08 12:28:08 PM,Alliance One Tobacco Store,Migori,-1.2157,34.5368,15,3
2015/06/08 12:32:29 PM,Kiomakebe Tobacco Store,Migori,-1.2156,34.5365,4,15
2015/06/08 12:49:58 PM,Ikerege Market,Migori,-1.1983,34.5577,10,6
2015/06/08 1:45:28 PM,Mastermind Tobacco,Migori,-1.1984,34.5574,4,10
2015/06/08 2:21:37 PM,Mahuntutu Coffee Factory,Migori,-1.2359,34.5754,4,6
2015/06/08 2:30:42 PM,Mauntuntu Fish Market,Migori,-1.2359,34.5750,4,15
2015/06/08 3:34:27 PM,Ikerenge Slaughter Slap,Migori,-1.1959,34.5591,9,15
2015/06/09 9:25:49 AM,National Cereals and Produce Board,Migori,-1.3388,34.6874,7,0
2015/06/09 10:04:12 AM,Alliance A Tobacco Buying Centre,Migori,-1.3380,34.6872,7,15
2015/06/09 10:12:47 AM,Mastermind Tobacco Store,Migori,-1.3385,34.6866,6,0
2015/06/09 11:27:17 AM,Ntimaru Livestock Market,Migori,-1.3387,34.6863,10,1
2015/06/09 12:17:58 PM,Ntimaru Open Air Market,Migori,-1.3405,34.6885,6,10
2015/06/09 12:46:53 PM,Ntimaru Meat Market Location,Migori,-1.3406,34.6890,7,15
2015/06/09 2:16:32 PM,Nyabikondo Coffee Factory,Migori,-1.3530,34.7108,8,10
2015/06/09 2:56:03 PM,Gitungi Coffee Factory,Migori,-1.3397,34.6633,9,10
2015/06/09 3:30:26 PM,Alliance One Tobacco Store,Migori,-1.3108,34.6978,7,10
2015/06/09 3:40:14 PM,Wangirabose Coffe Factory,Migori,-1.3112,34.6981,11,15
2015/06/10 8:39:32 AM,Ntimaru KCC Market Location,Migori,-1.3413,34.6897,7,10
2015/06/10 8:50:35 AM,Ntimaru Market,Migori,-1.3414,34.6898,11,10
2015/06/10 2:42:59 PM,Vyopec Kenya Ntimaru,Migori,-1.3402,34.6879,7,15
2015/06/11 9:01:15 AM,Gwitembe Open Air Market,Migori,-1.3743,34.7170,5,20
2015/06/11 9:42:57 AM,Gwitembe Slaughter house Meat Market,Migori,-1.3711,34.7149,6,20
2015/06/11 12:36:31 PM,Kuiliba Market,Migori,-1.2802,34.6639,5,10
2015/06/11 2:50:10 PM,Kegonga Market,Migori,-1.2612,34.6535,14,10
2015/06/11 5:02:05 PM,Kegonga Open Air Market,Migori,-1.2627,34.6539,7,0
2015/06/12 1:10:08 PM,"Alliance One Tobacco Store,Matare",Migori,-1.3160,34.6742,11,16
2015/06/12 2:27:17 PM,Kegonga Slaughter Slap,Migori,-1.2645,34.6542,11,16
2015/06/12 4:48:46 PM,Alliance 1 Kwiriba Tobacco Station,Migori,-1.2788,34.6638,10,20
2015/06/13 9:21:20 AM,Alliance One Tobacco Store-Gwisuti,Migori,-1.2911,34.6252,4,16
2015/06/13 10:08:16 AM,Mkulima Soya Beans Centre,Migori,-1.3013,34.6155,8,20
2015/06/13 10:18:21 AM,Mastermind Tobacco Store-Centre Market,Migori,-1.3014,34.6158,13,10
2015/06/13 11:05:18 AM,Bukuria Coffee Factory,Migori,-1.3050,34.6145,15,10
2015/06/13 12:01:33 PM,Chinato Slaughter house Meat Market,Migori,-1.3034,34.6160,8,20
2015/06/13 12:12:54 PM,Chinato Open Air Market,Migori,-1.3035,34.6161,8,20
2015/06/13 12:53:14 PM,Mastermind Tobacco Store,Migori,-1.2157,34.5368,6,16
2015/06/13 1:33:24 PM,Tebesi Coffee Factory,Migori,-1.2716,34.6430,14,20
2015/06/15 9:25:57 AM,Nyabikongori Open Air Market,Migori,-1.2590,34.6117,15,15
2015/06/15 9:35:30 AM,Nyabikongori Slaughter Slap Meat Market,Migori,-1.2599,34.6129,13,15
2015/06/15 10:26:36 AM,Ensiwani Tobacco Market Centre,Migori,-1.2682,34.6123,7,15
2015/06/15 11:53:31 AM,Riat Open Air Market,Migori,-0.7953,34.1797,4,20
2015/06/15 12:47:03 PM,Kokohange Coffee processing Factory,Migori,-1.2357,34.5753,14,5
2015/06/15 2:23:29 PM,Alliance One Tobacco (K) Ltd,Migori,-1.2391,34.5987,6,6
2015/06/15 4:46:05 PM,Bukira East Open Air Market,Migori,-1.1798,34.6273,15,1
2015/06/16 9:53:40 AM,Alliance One Tobacco Storage Centre Isebania,Migori,-1.2465,34.4829,7,2
2015/06/16 1:14:13 PM,Nuru Kenya Isibania,Migori,-1.2373,34.4977,7,3
2015/03/30 11:28:21 AM,Mtongwe Open Field Market,Mombasa,-4.0759,39.6379,13,2
2015/03/30 11:46:08 AM,Mtongwe Soko Mjinga,Mombasa,-4.0756,39.6380,4,2
2015/03/30 12:26:05 PM,Budget supermarket,Mombasa,-4.0610,39.6683,14,1
2015/03/30 2:37:33 PM,Budget supermarket,Mombasa,-4.0619,39.6716,8,1
2015/03/30 2:44:39 PM,Shika Adabu Fish Market,Mombasa,-4.1149,39.6368,11,3
2015/03/30 3:48:40 PM,Bomani/Mwembeni Market Likoni,Mombasa,-4.0863,39.6525,8,2
2015/03/30 5:18:07 PM,Likoni Ferry Fish Market,Mombasa,-4.0832,39.6619,14,1
2015/03/30 5:39:39 PM,Markiti market,Mombasa,-4.0580,39.6733,4,1
2015/04/01 3:39:31 PM,Kengeleni Market,Mombasa,-4.0408,39.6816,5,2
2015/04/01 3:55:52 PM,Uchimi supermarket,Mombasa,-4.0608,39.6629,6,1
2015/04/02 6:14:39 PM,Sega Market Saba Saba,Mombasa,-4.0479,39.6634,11,2
2015/04/04 11:31:59 AM,Pungu Hides and Skins Market,Mombasa,-4.1227,39.6319,8,36
2015/04/07 12:20:37 PM,Kongowea Retail Market,Mombasa,-4.0399,39.6840,11,3
2015/04/07 4:08:54 PM,Ghanshyam Fruits & Vegetables,Mombasa,-4.0513,39.6874,14,4
2015/04/07 4:11:12 PM,Bamburi Stage Market,Mombasa,-4.0024,39.6991,5,10
2015/04/07 4:45:56 PM,Majaoni Market,Mombasa,-3.9677,39.7221,9,14
2015/04/07 5:07:43 PM,Dr Warshow Shop For veterinary Services,Mombasa,-4.0470,39.6958,6,5
2015/04/08 8:05:23 AM,Shanzu Market,Mombasa,-3.9686,39.7370,5,13
2015/04/08 9:33:20 AM,Sega Market,Mombasa,-4.0481,39.6631,9,0
2015/04/13 10:32:20 AM,MAKUPA MARKET,Mombasa,-4.0486,39.6606,13,2
2015/04/13 3:55:01 PM,Soko Mjinga Mtongwe Stage,Mombasa,-4.0758,39.6377,5,4
2015/04/13 5:27:20 PM,Shika Adabu Market,Mombasa,-4.1127,39.6380,6,
2015/04/14 12:54:51 PM,Likoni soko mjinga,Mombasa,-4.0867,39.6523,12,2
2015/04/17 5:13:27 PM,Mbombululu Open Air Market,Mombasa,-4.0248,39.6997,13,4
2015/03/31 2:17:13 PM,Likoni Mainland Market,Mombasa,-4.0830,39.6622,4,2
2015/03/31 4:02:45 PM,Kongowea Municpal Market,Mombasa,-4.0410,39.6839,7,3
2015/03/31 5:11:12 PM,"Fish Point Market,Ratna Square Kongowea",Mombasa,-4.0467,39.6849,4,3
2015/03/31 5:28:34 PM,Nyali Cinemax Nakumatt Supermarket,Mombasa,-4.0493,39.6858,7,3
2015/03/31 5:48:27 PM,Evergreen Supermarket Mkomani,Mombasa,-4.0492,39.6850,5,3
2015/03/31 12:24:37 PM,Shika Adabu Municipal Market,Mombasa,-4.1124,39.6383,11,
2015/03/31 10:56:14 AM,Mwembe tayari market,Mombasa,-4.0574,39.6707,9,1
2015/03/23 2:12:03 PM,Kenol Market,Muranga,-0.9376,37.1225,15,0
2015/03/23 4:46:54 PM,Gatura Market,Muranga,-0.8638,36.8628,14,1
2015/03/24 11:30:16 AM,Maragwa Marigiti Market,Muranga,-0.7908,37.1311,11,1
2015/03/24 12:48:58 PM,Gitugi Open Air market,Muranga,-0.6518,37.0213,6,1
2015/03/24 2:36:50 PM,Muthithi Market,Muranga,-0.8204,37.0425,8,1
2015/03/24 2:38:43 PM,Sabasaba Market,Muranga,-0.8766,37.1430,13,1
2015/03/25 11:58:40 AM,Kabati Open Air Market,Muranga,-0.9531,37.1075,11,0
2015/03/25 12:57:48 PM,Kirwara market,Muranga,-0.9301,36.9435,5,57
2015/03/25 2:41:20 PM,Gatunyu market,Muranga,-0.9612,36.9930,13,27
2015/03/25 3:26:32 PM,Karuri,Muranga,-0.8347,37.0690,5,0
2015/03/25 4:08:27 PM,Micro & Small Enterprise,Muranga,-0.7977,37.1388,12,2
2015/03/26 9:37:03 AM,Kandara market,Muranga,-0.8961,37.0020,6,0
2015/03/26 10:35:40 AM,Gakoigo Market,Muranga,-0.7841,37.1160,5,3
2015/03/26 10:41:45 AM,Gakoigo Show Ground,Muranga,-0.7835,37.1166,5,3
2015/03/26 11:41:48 AM,Igekero Market,Muranga,-0.8212,37.1798,13,4
2015/03/26 12:27:58 PM,Kamahuha Market,Muranga,-0.8429,37.1792,13,0
2015/03/26 4:58:51 PM,Ngararia Market,Muranga,-0.9440,37.0195,15,0
2015/03/26 6:07:30 PM,Muthithi,Muranga,-0.8208,37.0417,6,0
2015/03/27 8:52:29 AM,New Maragwa Market,Muranga,-0.7980,37.1378,9,
2015/03/27 9:10:59 AM,Kagundu_ini,Muranga,-0.8910,37.0412,8,20
2015/03/27 10:20:55 AM,Kagundu-ini Animals Market,Muranga,-0.8902,37.0402,4,0
2015/03/28 8:42:35 AM,Ciumbu,Muranga,-0.8863,37.2191,6,25
2015/03/30 11:09:37 AM,Githumu,Muranga,-0.8252,36.9087,5,15
2015/03/30 12:44:04 PM,Makuyu Market,Muranga,-0.8985,37.1863,7,0
2015/04/01 8:30:58 AM,Mukuyu Banana Market,Muranga,-0.7315,37.1492,11,0
2015/04/01 8:40:04 AM,Mukuyu Market,Muranga,-0.7315,37.1500,4,0
2015/04/01 9:32:37 AM,Mukuyu Livestock Market,Muranga,-0.7324,37.1506,4,0
2015/04/01 10:06:42 AM,Mukuyu Livestock market,Muranga,-0.7324,37.1506,5,0
2015/04/01 10:41:57 AM,Muranga Municipal Council Market,Muranga,-0.7217,37.1609,6,0
2015/04/01 2:20:10 PM,Muruka,Muranga,-0.9311,37.0608,7,
2015/04/02 8:10:13 AM,Kahuro Market,Muranga,-0.7485,37.0070,11,
2015/04/02 9:51:34 AM,Hakira Market,Muranga,-0.6855,36.9642,7,0
2015/04/07 9:38:42 AM,Kaweru Open Market,Muranga,-0.6579,37.1083,8,0
2015/04/07 12:02:28 PM,Gakira Livestock Market,Muranga,-0.6851,36.9581,5,1
2015/04/07 3:04:00 PM,Matiira Open Market,Muranga,-0.5989,37.0312,6,0
2015/04/08 10:05:52 AM,Gakurwe Open Market,Muranga,-0.6291,37.0210,11,0
2015/04/08 10:56:13 AM,Kamacharia Open Market,Muranga,-0.6044,36.9916,4,0
2015/04/08 3:21:55 PM,Mukarara,Muranga,-0.9065,36.9394,6,
2015/04/09 2:55:48 PM,Gikoe Open Market,Muranga,-0.6390,36.9343,14,0
2015/04/09 5:11:01 PM,Kahuro Cereal/Vegetable Market,Muranga,-0.7482,37.0076,11,0
2015/04/10 11:50:50 AM,Kiria_ini,Muranga,-0.6027,36.9538,5,0
2015/04/13 10:30:29 AM,Kanyanyaini Market,Muranga,-0.6858,36.8908,6,1
2015/04/13 11:10:07 AM,Gacharage ini Open Market,Muranga,-0.6297,36.8781,4,0
2015/04/13 4:21:00 PM,Kiunyu,Muranga,-0.9567,37.0193,6,15
2015/04/14 11:40:08 AM,Kihumbu_ini,Muranga,-0.9296,36.9895,4,1
2015/04/14 2:32:08 PM,Kambirwa Market,Muranga,-0.7428,37.1971,14,5
2015/04/15 8:25:21 AM,Kirere Livestock Market,Muranga,-0.8076,37.0068,10,1
2015/04/15 11:03:18 AM,Kangari Market,Muranga,-0.7835,36.8732,5,0
2015/04/15 2:32:43 PM,Kaguku,Muranga,-0.9945,37.3395,14,0
2015/04/15 2:39:09 PM,Kaguku,Muranga,-0.9947,37.3410,15,0
2015/04/16 11:06:04 AM,Gathanji,Muranga,-0.9062,36.9270,4,
