Form Submitted,Name of Market,County,GPS Latitude,GPS Longitude,GPS Accuracy,Market Locations:  Distance to nearest Urban Centre (Km)
2015/04/16 1:31:00 PM,Kiruri market,Muranga,-0.6929,36.8573,4,
2015/04/16 4:47:11 PM,Chomo,Muranga,-0.8889,36.8878,6,0
2015/04/17 10:58:32 AM,Giatutu,Muranga,-0.9650,36.9680,7,
2015/04/20 12:49:30 PM,Ngelelya,Muranga,-1.0207,37.3807,5,0
2015/04/20 12:55:48 PM,Kihoya Market,Muranga,-0.6518,36.8998,8,0
2015/04/22 10:49:14 AM,Kiamara Market,Muranga,-0.6970,37.0643,6,0
2015/04/22 10:51:12 AM,Kaburugi,Muranga,-0.9358,37.0358,4,
2015/04/23 11:20:05 AM,Kirathani,Muranga,-0.9455,37.3184,4,
2015/04/24 1:46:16 PM,Mithii_ini Market,Muranga,-0.9230,37.2905,6,45
2015/04/25 12:41:55 PM,Greystone,Muranga,-1.0287,37.1667,5,
2015/04/27 10:37:35 AM,Ngurwe_ini,Muranga,-0.8748,37.0614,6,
2015/05/23 2:03:14 PM,Kenol Livestock Market,Muranga,-0.9357,37.1376,13,
2015/05/23 2:56:41 PM,Kitini Market,Muranga,-0.8645,37.2390,13,2
2015/05/23 3:34:58 PM,Murifarm Market,Muranga,-0.8609,37.2479,4,
2015/05/29 12:17:49 PM,Mananja Market,Muranga,-0.8464,37.2691,5,0
2015/03/31 3:04:14 PM,Sabasaba Agribusiness Cooperative,Muranga,-0.8727,37.1420,5,0
2015/03/31 12:10:49 PM,Mugumoini French Beans Market,Muranga,-0.8141,37.1067,4,5
2015/03/31 10:05:15 AM,Ndunyu Chege,Muranga,-0.8712,36.9114,9,15
2015/03/31 10:47:03 AM,Ngonda Market,Muranga,-0.7694,36.9297,5,6
2015/03/24 10:47:04 AM,Gikomba Fish Market,Nairobi,-1.2854,36.8386,14,4
2015/03/24 12:55:10 PM,Muungano Market,Nairobi,-1.2543,36.8727,6,2
2015/03/25 3:05:35 PM,"Kayole 1, Market",Nairobi,-1.2669,36.9208,14,14
2015/03/25 4:16:36 PM,kawangware Market,Nairobi,-1.2874,36.7442,12,1
2015/03/30 9:00:02 AM,Kangemi,Nairobi,-1.2645,36.7487,5,1
2015/04/01 10:47:58 AM,Ladhies Road Retail Market,Nairobi,-1.2855,36.8333,6,1
2015/04/02 12:15:02 PM,Judea(Ruai)Market,Nairobi,-1.2710,36.9964,4,1
2015/04/02 12:56:49 PM,Ruai Junction,Nairobi,-1.2713,36.9967,6,27
2015/04/02 1:21:04 PM,Ruai Market Welfare,Nairobi,-1.2683,36.9920,7,27
2015/04/07 1:07:06 PM,Muthurwa market,Nairobi,-1.2881,36.8347,5,200
2015/04/07 1:15:13 PM,Muthurwa Market(Vegetable area),Nairobi,-1.2870,36.8344,6,200
2015/04/07 1:38:41 PM,Muthurwa market B,Nairobi,-1.2871,36.8315,9,2
2015/04/07 1:46:52 PM,Mariki Market,Nairobi,-1.2873,36.8316,10,200
2015/04/08 12:49:23 PM,Wakulima Market(lane),Nairobi,-1.2893,36.8294,7,2000
2015/04/10 5:11:07 PM,Kanisani Stage,Nairobi,-1.2792,37.0406,5,
2015/05/24 6:05:43 PM,Kangemi,Nairobi,-1.2650,36.7485,15,0
2015/03/30 2:38:38 PM,Kambi ya Moto Market,Nakuru,-0.1248,35.9384,4,15
2015/04/01 2:33:58 PM,Rongai Market,Nakuru,-0.1735,35.8617,6,25
2015/04/07 9:55:05 AM,Nakuru Market Stage,Nakuru,-0.2864,36.0720,11,0
2015/04/07 10:43:09 AM,Salgaa Market,Nakuru,-0.2067,35.8500,4,15
2015/04/07 3:18:13 PM,Menengai Market,Nakuru,-0.2053,35.9618,4,
2015/04/07 5:01:27 PM,Bahati Market,Nakuru,-0.1540,36.1450,5,1
2015/04/08 2:15:56 PM,Subukia Market,Nakuru,0.0032,36.2295,5,0
2015/04/09 11:31:43 AM,Kabazi Market,Nakuru,-0.0778,36.1705,5,0
2015/04/09 3:39:21 PM,Solai Market,Nakuru,-0.1017,36.1267,4,5
2015/04/13 10:46:05 AM,Molo Main Market,Nakuru,-0.2494,35.7350,8,0
2015/04/14 2:11:09 PM,Mukinyai Market,Nakuru,-0.2052,35.7872,8,
2015/04/15 10:52:56 AM,Turi Market,Nakuru,-0.2827,35.7585,7,2
2015/04/15 5:07:08 PM,Kamara Market,Nakuru,-0.0963,35.6752,6,5
2015/04/17 11:05:53 AM,Gilgil Market,Nakuru,-0.5047,36.3278,5,0
2015/04/24 3:06:28 PM,Heshima market,Nakuru,-0.2444,36.1126,6,3
2015/04/24 4:51:47 PM,Ahero Market,Nakuru,-0.1883,36.1243,8,8
2015/04/28 2:22:00 PM,Olasit Market,Nakuru,-1.1070,36.2402,4,
2015/04/29 1:20:13 PM,Mai Mahiu Market,Nakuru,-0.9793,36.5855,4,0
2015/05/06 1:08:59 PM,Muserechi Market,Nakuru,-0.0282,35.8719,14,30
2015/05/06 3:55:08 PM,Kirenget Market,Nakuru,-0.4273,35.6921,10,30
2015/05/07 10:08:24 AM,Longonot Dairies,Nakuru,-0.7149,36.4333,6,1
2015/05/07 12:16:51 PM,Naivasha Market,Nakuru,-0.7144,36.4340,6,1
2015/05/11 10:12:18 AM,Naivasha Old Market,Nakuru,-0.7130,36.4354,4,5
2015/05/11 3:30:08 PM,Kiptagich Market,Nakuru,-0.5886,35.6848,12,30
2015/05/11 3:54:11 PM,Mlango Market,Nakuru,-0.5886,35.6857,8,35
2015/05/12 1:27:08 PM,Taita Market,Nakuru,-0.4462,35.5571,14,20
2015/05/12 4:56:17 PM,Kamwaura Market,Nakuru,-0.4129,35.5767,4,45
2015/05/13 11:22:45 AM,Chepkinoiyo Market,Nakuru,-0.3620,35.5988,6,40
2015/05/14 8:37:17 AM,Kinungu Market,Nakuru,-0.8036,36.5322,5,3
2015/05/14 9:30:15 AM,Pyrethrum collection Centre,Nakuru,-0.8053,36.5314,6,2
2015/05/26 10:02:07 AM,Nakuru Main Market,Nakuru,-0.2857,36.0765,6,0
2015/06/12 2:57:55 PM,Total Junction Market Centre,Nakuru,-0.1592,35.6935,15,50
2015/06/12 3:01:02 PM,Mau-Summit Junction,Nakuru,-0.1600,35.6943,5,48
2015/06/13 9:23:35 AM,Keroga- Milima MarketingCentre,Nakuru,-0.1599,35.6943,5,50
2015/03/31 3:29:28 PM,Elburgon Market,Nakuru,-0.3041,35.8101,4,0
2015/05/29 11:28:17 AM,Kosirai market.,Nandi,0.4485,35.2416,4,
2015/05/29 11:28:48 AM,Mulongo Market,Nandi,0.4464,35.2457,15,
2015/05/29 12:19:14 PM,Mlango animal marker.,Nandi,0.3899,35.1983,15,
2015/06/02 5:11:14 PM,Kapsabet Township Market,Nandi,0.2014,35.0974,5,0
2015/06/03 10:34:14 AM,Kapsabet main market.,Nandi,0.2012,35.0964,7,0
2015/06/04 9:23:13 AM,Lemook Sheep & Goat Market,Nandi,0.5018,35.1578,7,0
2015/06/04 9:24:56 AM,Lemook Cattle Market,Nandi,0.5012,35.1570,8,0
2015/06/04 9:33:00 AM,Ndalat Cattle Market,Nandi,0.5011,35.1571,9,0
2015/06/04 12:42:26 PM,Chepterit livestock market.,Nandi,0.2280,35.1440,4,8
2015/06/05 4:02:20 PM,OL'lessos local market,Nandi,0.2139,35.3004,11,
2015/06/06 8:38:34 AM,Kibigoi Local market,Nandi,0.5286,35.2563,4,25
2015/06/06 8:47:53 AM,Nandi hills open air market,Nandi,0.5303,35.2565,5,1
2015/06/06 12:18:42 PM,Chemundu market.,Nandi,0.5165,35.2736,12,11
2015/06/08 8:44:41 AM,Mutwot Market,Nandi,0.3635,35.1931,5,25
2015/06/08 1:22:40 PM,Nandi hills market,Nandi,0.1060,35.1831,4,0
2015/06/09 9:12:35 AM,Itigo Market,Nandi,0.4486,35.2415,8,30
2015/06/09 11:44:11 AM,Chepkunyuk Market,Nandi,0.5254,35.2575,10,
2015/06/09 12:50:48 PM,KAPKERER,Nandi,0.0127,34.7972,11,160
2015/06/09 12:52:48 PM,Belekenya Livestock Market,Nandi,0.2278,35.1440,6,15
2015/06/10 10:04:29 AM,Baraton Market,Nandi,0.2531,35.0814,6,4
2015/06/10 11:42:20 AM,Kabiyet Crop Market,Nandi,0.4038,35.0870,6,
2015/06/10 12:35:27 PM,Kabiyet Cattle Market,Nandi,0.4015,35.0850,7,0
2015/06/10 12:38:07 PM,Kabiyet Goats Market,Nandi,0.4017,35.0849,5,0
2015/06/10 12:40:36 PM,Kabiyet Sheep Market,Nandi,0.4021,35.0848,7,0
2015/06/10 5:25:46 PM,Samoe market,Nandi,0.1060,35.1830,7,1
2015/06/12 10:38:01 AM,Kaptel Market,Nandi,0.2972,35.0461,6,25
2015/06/12 11:34:06 AM,"Stage view market, Kapchorua.",Nandi,0.6698,35.5086,9,12
2015/06/13 8:47:31 AM,Kamamuti Tea Matket,Nandi,0.4304,34.9970,4,3
2015/06/13 9:50:10 AM,Chemelil market.,Nandi,0.5165,35.2731,7,43
2015/06/13 11:10:33 AM,Gombe Livestock Market,Nandi,0.6476,35.3243,8,14
2015/06/13 12:13:31 PM,Kombe Market,Nandi,0.6020,35.1470,11,35
2015/06/15 8:53:52 AM,Chepkunyuk market.,Nandi,0.4486,35.2416,4,
2015/06/15 9:01:33 AM,Ng'atatia Market,Nandi,0.4447,35.2441,13,34
2015/06/15 9:49:16 AM,Chumisya Livestock Market,Nandi,0.2278,35.1440,8,16
2015/06/15 10:06:22 AM,Chepkunyuk livestock market.,Nandi,0.2277,35.1440,5,
2015/06/16 1:54:25 PM,Maketet Tea Market,Nandi,0.3162,35.0615,14,3
2015/06/16 2:06:17 PM,Soko mjinga.,Nandi,0.5166,35.2732,9,23
2015/04/28 11:05:04 AM,Suswa Market,Narok,-1.0491,36.3347,5,
2015/05/23 12:24:54 PM,Ntulele Livestoke Market,Narok,-1.0935,36.0876,12,0
2015/05/23 1:15:14 PM,Ntulele  Open Market,Narok,-1.0962,36.0843,27,0
2015/05/23 1:21:12 PM,N/Enkare MARKET,Narok,-1.0450,36.1605,10,0
2015/05/26 10:10:40 AM,Narosoora Market,Narok,-1.5398,35.8588,5,0
2015/05/26 10:49:27 AM,Narosuura Livestock Market,Narok,-1.5495,35.8618,5,2
2015/05/26 3:16:57 PM,Ewadonyiro market,Narok,-1.1534,35.7617,12,0
2015/05/28 1:06:35 PM,Kisiriri livestock market,Narok,-0.8567,35.8941,6,
2015/06/04 12:30:17 PM,Murkan livestock market,Narok,-1.0590,35.0581,7,10
2015/06/05 1:27:41 PM,Njipiship Market,Narok,-0.9361,35.0048,13,0
2015/06/06 1:31:21 PM,Kiligoris Market,Narok,-1.0082,34.8803,10,0
2015/06/10 12:41:55 PM,Lolgorian Market,Narok,-1.2303,34.8072,6,0
2015/06/13 12:15:10 PM,Ngararo Fresh Vegetable Market,Narok,-1.0755,34.7557,7,0
2015/06/15 11:39:29 AM,Aitoong Market,Narok,-1.1916,35.2500,7,0
2015/06/15 12:20:00 PM,Aitoong Livestock Market,Narok,-1.1932,35.2465,7,0
2015/05/19 10:57:57 AM,Menyenya Farmers Co-operative Society,Nyamira,-0.7649,35.0180,7,1
2015/05/20 10:41:23 AM,Borabu Farmers Co-operative Society,Nyamira,-0.7613,35.0135,5,1
2015/05/20 11:05:23 AM,Nyansiongo Tea Buying Centre,Nyamira,-0.7602,35.0147,5,1
2015/05/20 12:09:54 PM,National Cereals and Produce Board Nyansiongo,Nyamira,-0.7622,35.0142,6,1
2015/05/21 9:22:13 AM,Nyansiongo Mordern Market,Nyamira,-0.7616,35.0158,13,
2015/05/21 10:36:34 AM,Nyansiongo Tea Factory,Nyamira,-0.7600,35.0151,7,1
2015/05/21 2:07:28 PM,Simbaut Farm,Nyamira,-0.7812,35.0093,6,5
2015/05/21 3:26:33 PM,Kijauli Open Air Market,Nyamira,-0.7600,35.0149,12,0
2015/05/22 10:24:59 AM,Igoma Slaughter house for Meat,Nyamira,-0.7535,35.0123,7,2
2015/05/22 10:34:20 AM,igoma animal skins market,Nyamira,-0.7534,35.0126,7,2
2015/05/22 11:48:13 AM,Gasiara Tea Buying Centre,Nyamira,-0.8139,35.0132,6,6
2015/05/22 2:20:38 PM,Esoko Tea Buying Centre,Nyamira,-0.8215,35.0210,32,10
2015/05/23 9:43:08 AM,Esaka Tea Buying Centre,Nyamira,-0.8019,35.0122,5,5
2015/05/23 10:20:13 AM,Rigoko Tea Buying Centre,Nyamira,-0.8049,35.0004,6,7
2015/05/23 10:22:58 AM,Rigoko Open Air Market,Nyamira,-0.8048,35.0005,5,7
2015/05/23 11:56:07 AM,Matunwa Tea Buying Centre,Nyamira,-0.8183,35.0014,6,10
2015/05/23 1:08:27 PM,Mecheo Tea Buying Centre,Nyamira,-0.8216,34.9826,8,8
2015/05/23 1:49:35 PM,Kenyoro Tea Buying Centre,Nyamira,-0.8279,34.9842,13,10
2015/05/23 2:48:02 PM,Moreremi Tea Buying Centre,Nyamira,-0.8319,34.9791,5,10
2015/05/23 2:59:11 PM,Moreremi Open Air Market,Nyamira,-0.8321,34.9786,4,10
2015/05/29 9:14:42 AM,Mecho Livestock Market,Nyamira,-0.8409,34.9771,5,
2015/05/29 10:05:56 AM,Getiro Buying Centre,Nyamira,-0.8134,34.9831,7,10
2015/05/29 10:12:52 AM,Keginga Tea Buying Centre,Nyamira,-0.8034,34.9802,6,10
2015/05/29 10:32:53 AM,Romare Tea Buying Centre,Nyamira,-0.7819,34.9709,5,8
2015/05/29 10:42:02 AM,Riomari Tea Buying Centre,Nyamira,-0.7818,34.9708,6,10
2015/05/29 11:54:55 AM,Metamanywa Open Air Market,Nyamira,-0.7712,34.9688,14,4
2015/06/06 10:14:09 AM,Rianyandoro Tea Buying Centre,Nyamira,-0.7706,34.9814,11,3
2015/06/06 11:15:35 AM,Riensune Tea Buying Centre,Nyamira,-0.7656,34.9953,5,3
2015/06/06 2:59:06 PM,Chepilat Open Air Market,Nyamira,-0.6946,35.0702,5,6
2015/04/20 12:30:32 PM,Ndaragwa Market,Nyandarua,-0.0592,36.5298,4,40
2015/04/28 3:39:17 PM,Magumo Open Air Market,Nyandarua,-0.8603,36.5647,10,5
2015/04/29 11:02:30 AM,Shamata,Nyandarua,-0.1920,36.5027,6,0
2015/04/29 12:52:35 PM,Subuku,Nyandarua,-0.1116,36.4612,5,23
2015/04/29 2:07:46 PM,Olkalau Market,Nyandarua,-0.2725,36.3752,7,0
2015/05/04 2:24:01 PM,Mairo Inya Market,Nyandarua,0.0279,36.4091,12,0
2015/05/04 2:27:59 PM,Kiritta Market,Nyandarua,0.0253,36.4091,12,0
2015/05/05 1:28:10 PM,Rurii Market,Nyandarua,-0.2000,36.3791,10,15
2015/05/05 2:19:15 PM,Shauri Market,Nyandarua,0.0424,36.4258,12,0
2015/05/06 11:53:05 AM,Gwakungu,Nyandarua,0.0143,36.4922,10,42
2015/05/07 9:27:21 AM,Gwa Kung'u Market,Nyandarua,0.0155,36.4922,13,0
2015/05/13 11:50:52 AM,Manguo Centre,Nyandarua,0.0380,36.3808,5,0
2015/05/13 12:03:03 PM,Thomsons Falls Market,Nyandarua,0.0386,36.3807,6,2
2015/06/02 4:19:13 PM,Miharate Market,Nyandarua,-0.3985,36.4928,4,
2015/06/03 12:57:24 PM,Mawingu,Nyandarua,-0.4715,36.5073,4,
2015/06/03 1:15:12 PM,Mawingu,Nyandarua,-0.4709,36.5079,4,0
2015/06/03 3:34:05 PM,Tigoni Open Market,Nyandarua,-0.4470,36.4844,8,0
2015/06/04 9:13:46 AM,Ndinda Market,Nyandarua,-0.5461,36.5415,4,0
2015/06/04 10:54:31 AM,Wanjohi,Nyandarua,-0.3366,36.5156,13,0
2015/06/04 2:21:33 PM,Ndunyu  Njeru,Nyandarua,-0.5436,36.5639,5,0
2015/06/04 3:35:06 PM,Rironi Market,Nyandarua,-0.3115,36.4930,4,1
2015/06/05 9:37:09 AM,Ndemi Open Air market,Nyandarua,-0.3203,36.4171,14,10
2015/06/05 12:07:21 PM,Mubao Market,Nyandarua,-0.2498,36.4360,13,1
2015/06/05 1:00:13 PM,Gichangi Market,Nyandarua,-0.2506,36.4352,4,1
2015/06/05 2:11:36 PM,Jilead Open Market,Nyandarua,-0.2670,36.4748,4,80
2015/06/05 2:51:55 PM,Romba Open Market,Nyandarua,-0.2807,36.4824,7,0
2015/06/06 8:57:17 AM,Ngothi Market,Nyandarua,-0.5548,36.5529,11,0
2015/06/06 9:32:27 AM,Kiambogo,Nyandarua,-0.3956,36.5428,4,
2015/06/08 9:46:06 AM,Geta Market,Nyandarua,-0.4144,36.5836,8,1
2015/06/09 3:07:21 PM,Gatukaini Market,Nyandarua,-0.3358,36.5133,12,1
2015/06/11 12:27:05 PM,kanamba Milk Collection,Nyandarua,-0.6598,36.6128,13,20
2015/06/16 10:13:16 AM,Mitiini Milk Market,Nyandarua,-0.6291,36.5096,11,15
2015/03/24 10:14:54 AM,Chaka Market,Nyeri,-0.3595,37.0004,6,2
2015/03/24 2:00:51 PM,Naromoru Market,Nyeri,-0.1703,37.0212,5,0
2015/03/25 2:31:20 PM,Kamakwa,Nyeri,-0.4282,36.9312,15,4
2015/03/25 4:16:16 PM,Kiamariga Market,Nyeri,-0.3860,37.0829,14,1
2015/03/26 10:40:48 AM,Kirichu Market,Nyeri,-0.4087,37.0200,6,1
2015/03/26 11:31:30 AM,Kiganjo Market,Nyeri,-0.3859,37.0023,9,1
2015/03/30 9:54:27 AM,Othaya market,Nyeri,-0.5478,36.9438,4,0
2015/03/30 10:42:48 AM,Kiandu,Nyeri,-0.4916,36.9679,4,10
2015/04/07 9:33:00 AM,Ithekahuno,Nyeri,-0.5089,37.0446,5,20
2015/04/07 12:33:00 PM,Muthinga,Nyeri,-0.5030,37.0136,13,25
2015/04/08 12:41:03 PM,Endarasha,Nyeri,-0.3081,36.7962,13,0
2015/04/14 9:14:35 AM,Gichira Market,Nyeri,-0.4767,37.0184,5,23
2015/04/14 12:33:05 PM,Soko Mjinga,Nyeri,-0.4251,36.9554,7,0
2015/04/14 1:32:39 PM,Iria Ini Open Market,Nyeri,-0.5420,36.9063,11,0
2015/04/14 2:37:45 PM,Waihara,Nyeri,-0.5497,36.8887,15,2
2015/04/14 3:47:34 PM,Nyeri Open Air Market,Nyeri,-0.4250,36.9544,15,0
2015/04/14 3:54:41 PM,Mudavadi Market,Nyeri,-0.4243,36.9548,6,20
2015/04/14 4:25:54 PM,Mudavadi Upper,Nyeri,-0.4240,36.9548,6,0
2015/04/15 3:10:48 PM,Mukarara Market,Nyeri,-0.4808,36.8980,5,35
2015/04/17 2:33:37 PM,Othaya New Market,Nyeri,-0.5446,36.9427,13,0
2015/04/20 8:37:36 AM,Kimahuri Market,Nyeri,-0.2918,37.1126,8,1
2015/04/20 10:23:14 AM,Gichiche Open Air Market,Nyeri,-0.5780,36.9252,5,0
2015/04/20 3:22:35 PM,Kariko Open Air Market,Nyeri,-0.5762,36.8802,7,0
2015/04/21 10:23:47 AM,Gakindu Market,Nyeri,-0.5697,36.9964,14,1
2015/04/21 4:16:27 PM,Maganjo Cattle Market & Milk Collection Centre,Nyeri,-0.5547,37.0307,7,1
2015/04/22 9:23:45 AM,Nairutia Market,Nyeri,-0.1417,36.7112,4,0
2015/04/22 10:46:19 AM,Kaharo Market,Nyeri,-0.5970,37.0704,7,1
2015/04/22 11:07:45 AM,Kagicha Open Market,Nyeri,-0.6025,36.9022,13,1
2015/04/22 12:04:54 PM,Muthuthini Market,Nyeri,-0.5932,37.0534,6,1
2015/04/23 10:06:05 AM,Kiawara Market,Nyeri,-0.1993,36.8205,6,0
2015/04/23 11:08:31 AM,Ishamara Market,Nyeri,-0.5446,37.0818,6,1
2015/04/28 10:55:41 AM,Karemenu Market,Nyeri,-0.1228,36.7785,4,16
2015/04/30 2:24:00 PM,Kingongo,Nyeri,-0.4155,36.9567,5,2
2015/05/11 10:50:23 AM,Muthuaini Market,Nyeri,-0.4494,36.9145,5,30
2015/05/20 1:50:28 PM,Kanyagia Market,Nyeri,-0.2668,36.8858,12,
2015/05/20 4:37:19 PM,Babito Market,Nyeri,-0.2901,36.8908,5,5
2015/05/20 5:13:28 PM,Kamune Market,Nyeri,-0.2989,36.8893,5,0
2015/05/20 5:35:21 PM,Upperstage Market,Nyeri,-0.3536,36.9226,7,0
2015/05/23 9:33:28 AM,Warazo Jet Market,Nyeri,-0.2641,37.1104,6,
2015/05/23 11:02:33 AM,Meeting Point Warazo Jet,Nyeri,-0.2588,37.1098,8,50
2015/05/23 11:53:01 AM,Lusoi,Nyeri,-0.2719,37.0447,10,
2015/05/23 1:41:23 PM,Munyu Market,Nyeri,-0.2465,37.0735,4,
2015/05/27 1:10:00 PM,Ndima_inie,Nyeri,-0.5237,37.1393,6,0
2015/03/31 10:31:10 AM,"Kiahungu,Mukurweini Market",Nyeri,-0.5598,37.0526,7,1
2015/04/24 11:14:52 AM,Wamba Market,Samburu,0.9789,37.3233,5,
2015/04/24 12:07:42 PM,Wamba Livestock Market,Samburu,0.9777,37.3234,5,0
2015/06/03 2:01:15 PM,Kipsing Market,Samburu,0.6021,37.2422,6,80
2015/06/03 2:11:02 PM,Kipsing Auction Market,Samburu,0.6040,37.2460,7,80
2015/06/04 10:06:12 AM,Baragoi Oxen,Samburu,1.7859,36.7807,4,110
2015/06/04 1:23:38 PM,Baragoi Market/County Council Market,Samburu,1.7839,36.7884,8,110
2015/04/27 4:12:36 PM,RUAMBWA MARKET.,Siaya,0.1157,34.0929,10,70
2015/04/27 5:27:37 PM,HARAMBEE MARKET.,Siaya,0.1250,34.0926,9,80
2015/04/28 8:51:45 AM,Akala Market,Siaya,-0.0602,34.4260,7,4
2015/04/30 9:24:58 AM,Migingo Market,Siaya,-0.0986,34.2723,6,0
2015/05/04 1:57:36 PM,Usenge Market,Siaya,-0.0670,34.0567,12,25
2015/05/04 4:16:03 PM,Usenge Market,Siaya,-0.0524,34.1481,4,10
2015/05/05 9:42:26 AM,Nyagoma Market,Siaya,-0.0107,34.3456,14,25
2015/05/05 11:54:10 AM,Siaya Market Center,Siaya,0.0605,34.2839,14,0
2015/05/06 11:51:41 AM,Yala Market Center,Siaya,0.0878,34.5417,14,3
2015/05/07 10:24:03 AM,Aram Market Center,Siaya,-0.2093,34.3374,7,51
2015/05/08 1:51:51 PM,FISH MARKET.,Siaya,0.1803,34.2961,13,70
2015/05/11 11:40:52 AM,YWAYA MARKET.,Siaya,0.2429,34.3826,6,50
2015/05/11 12:42:28 PM,SOFIA MARKET.,Siaya,0.2451,34.3636,14,65
2015/05/11 4:12:35 PM,UGUNJA FRUITS AND VEGETABLE MARKET.,Siaya,0.1808,34.2952,4,1
2015/05/12 3:42:33 PM,SIGOMERE MARKET.,Siaya,0.2013,34.3609,8,30
2015/05/13 10:53:01 AM,MBOSIE MARKET,Siaya,0.2215,34.3285,8,45
2015/05/13 3:37:51 PM,RAMBULA MARKET.,Siaya,0.2073,34.3049,4,30
2015/05/14 10:48:51 AM,LIGEGA MARKET.,Siaya,0.2153,34.2651,5,30
2015/05/14 1:10:30 PM,Ngiya Market,Siaya,0.0404,34.3774,15,8
2015/05/14 3:18:57 PM,GOT NANGA MARKET.,Siaya,0.2270,34.2494,4,45
2015/05/19 1:34:33 PM,Wichlum Market,Siaya,-0.2383,34.2100,5,15
2015/05/20 3:13:30 PM,Ragengni,Siaya,-0.2687,34.3643,5,21
2015/06/10 10:11:51 AM,Akala Market,Siaya,-0.0601,34.4264,13,7
2015/03/30 11:51:34 AM,Voi Market,Taita-Taveta,-3.3922,38.5624,5,1
2015/04/01 1:54:07 PM,Wundanyi Market,Taita-Taveta,-3.4050,38.3662,6,1
2015/04/02 1:17:53 PM,Mkuki Market Kamtonga,Taita-Taveta,-3.7362,38.3802,12,30
2015/04/08 3:50:14 PM,Werugha Market,Taita-Taveta,-3.3839,38.3353,11,10
2015/04/10 1:42:33 PM,Mwatate Market,Taita-Taveta,-3.5072,38.3776,5,1
2015/04/13 2:30:02 PM,Mghambonyi Market,Taita-Taveta,-3.3551,38.3609,5,1
2015/04/24 2:57:50 PM,Mghange Market,Taita-Taveta,-3.4010,38.3130,6,12
2015/04/28 11:19:26 AM,Soko Wongonyi,Taita-Taveta,-3.3304,38.4296,4,1
2015/04/29 5:47:48 PM,Taveta Open Air Market,Taita-Taveta,-3.3948,37.6747,11,1
2015/04/30 4:24:06 PM,Taveta Urban Market,Taita-Taveta,-3.3932,37.6740,9,1
2015/05/02 10:36:55 AM,New Market Taveta,Taita-Taveta,-3.3880,37.6568,4,3
2015/05/04 3:11:11 PM,Taveta Old Market,Taita-Taveta,-3.3900,37.6756,6,1
2015/05/05 11:19:25 AM,Mahoo Open Air Market,Taita-Taveta,-3.3892,37.7057,13,4
2015/05/06 9:38:18 AM,Taveta Slaughter house Meat Market,Taita-Taveta,-3.3765,37.6809,6,3
2015/05/06 5:18:50 PM,Chala Open Air Market,Taita-Taveta,-3.2942,37.7338,5,6
2015/05/08 11:09:50 AM,Njukini Mini Market,Taita-Taveta,-3.1869,37.7245,13,20
2015/05/08 2:19:48 PM,Chumvini Market,Taita-Taveta,-3.2090,37.7121,7,15
2015/05/11 11:08:49 AM,Kachero Fresh Fish Market,Taita-Taveta,-3.5678,37.7670,7,30
2015/05/11 11:26:30 AM,Lake Jipe Fish Trading Stand,Taita-Taveta,-3.5759,37.7710,8,
2015/05/11 11:40:56 AM,Mkwajuni Beach Fish Market,Taita-Taveta,-3.5985,37.7740,8,40
2015/05/11 12:13:57 PM,Mkwajuni Tsavo west Fish Market,Taita-Taveta,-3.5898,37.7733,11,40
2015/05/11 3:39:52 PM,Kimala Centre Livestock Market,Taita-Taveta,-3.4120,37.7344,7,
2015/05/11 3:48:46 PM,Kimala Centre Market,Taita-Taveta,-3.4146,37.7331,14,10
2015/05/12 3:45:36 PM,Mwakitau Open Air Market,Taita-Taveta,-3.4062,38.1324,9,50
2015/05/13 9:00:26 AM,Kwamnanga livestock Market,Taita-Taveta,-3.4317,38.2418,11,
2015/05/13 10:02:52 AM,Msorongo Open Air Market,Taita-Taveta,-3.4270,38.2136,5,100
2015/05/13 12:15:00 PM,Godoma Market Field,Taita-Taveta,-3.4593,38.2636,12,
2015/05/13 1:32:34 PM,Mwakibu Farmers Co-operative Society,Taita-Taveta,-3.5026,38.2845,6,50
2015/05/13 1:47:48 PM,Mwachuma Meat point Market,Taita-Taveta,-3.5028,38.2844,6,
2015/05/13 1:52:27 PM,Mwachuma Open Air Market,Taita-Taveta,-3.5029,38.2841,15,35
2015/03/31 8:52:34 AM,Voi Lower Market Barter,Taita-Taveta,-3.3927,38.5640,6,1
2015/05/25 9:20:40 AM,Kipini Fish Market,Tana River,-2.5286,40.5237,13,80
2015/05/26 7:47:07 AM,Oda Cattle Auction Yard,Tana River,-2.4713,40.1893,6,70
2015/05/27 9:12:03 AM,Garsen Goat Auction Yard,Tana River,-2.2689,40.1139,4,110
2015/05/27 9:23:16 AM,Garsen Open Air Market,Tana River,-2.2688,40.1130,3,110
2015/05/28 10:36:41 AM,Garsen Cattle Auction Yard,Tana River,-2.2731,40.1009,4,110
2015/06/02 10:33:50 AM,Minjila Market,Tana River,-2.3280,40.1121,4,
2015/06/02 11:19:18 AM,Minjila Cattle Aution Yard,Tana River,-2.3174,40.1043,6,
2015/06/02 12:35:44 PM,Tana Delta Irrigation Project,Tana River,-2.2732,40.1791,10,120
2015/06/03 8:15:43 AM,Madingo Cattle Auction Yard,Tana River,-2.5001,40.2588,4,110
2015/06/04 9:57:17 AM,Hewani Rice Mill,Tana River,-2.2339,40.1785,14,140
2015/06/04 10:40:10 AM,Bandi Cattle/Goat Auction Yard,Tana River,-2.2434,40.1674,13,125
